번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자,지적유형,검토기관,검토일,미흡_우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
274,M0056-0001,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,bkocen34,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,C09
275,M0056-0002,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,ksbaek109,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A59
276,M0056-0004,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,wilopump1,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A60
277,M0056-0006,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,0bbe6fad4914,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A48
278,M0056-0008,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,hec081058,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A54
279,M0056-0009,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,isjang8770,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A52
280,M0056-0011,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,swparkssv,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A45
281,M0056-0013,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,pkvalve,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A56
282,M0056-0015,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,81106487,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A52
283,M0056-0017,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,unicorn95,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A55
284,M0056-0019,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,DKVKXM1,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A51
285,M0056-0021,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,pkvalve793,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A09
286,M0056-0022,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,wwlrmfdl,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A68
287,M0056-0024,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,jsyang,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A52
288,M0056-0026,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,baekshma,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A32
289,M0056-0027,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,hjlee77,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A40
290,M0056-0029,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,mjqaljs,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A50
291,M0056-0030,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,woniltni9,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A07
292,M0056-0032,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,park9913017,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A31
293,M0056-0034,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,수압시험 중 누설 발생,2024-11-22,2024-11-22,bw1048,QSDR,검사업체,2024-07-23,Valve 수압시험 진행 중 Valve Body 가공면에서 누설 발생함, Hydrostatic and Seat-leakage Test Procedure(A/E 승인 절차서) 2.0 판정기준 2.1 몸통 수압시험 합격 기준 시험원은 요구된 시간동안 시험압력을 유지시킨 상태에서 검사를 수행하여 Valve에 누설이 있거나 영구적인 변형이 있으면 불합격으로 판정한다.,보수용접절차에 따라 보수 후 재시험,밸브,기타,"펌프,밸브,배관,탱크,열교환기",,,A31
294,E0019-0001,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,bkocen34,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A66
295,E0019-0002,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,qp,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A31
296,E0019-0004,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,hs2010124,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A68
297,E0019-0006,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,hylokkoreaqa,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A44
298,E0019-0008,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,heohyun24,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A67
299,E0019-0010,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,korval96,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A10
300,E0019-0012,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,nutcaseg,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A42
301,E0019-0014,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,wnguseh1,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A40
302,E0019-0016,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,solux6848,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A35
303,E0019-0017,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,YPP2010,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A56
304,E0019-0019,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,vitzro05,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A62
305,E0019-0021,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,voda7231,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A69
306,E0019-0023,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,pulshawk,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A03
307,E0019-0025,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,kjh0102179,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,C05
308,E0019-0027,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,seondo1972,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A44
309,E0019-0029,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,kwang123,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A48
310,E0019-0032,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,permedia3,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A47
311,E0019-0034,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,jpcha0526,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A33
312,E0019-0037,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,juni2684,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A49
313,E0019-0038,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,nhkim227,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,C02
314,E0019-0040,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,duonsystem,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,C09
315,E0019-0042,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,NAMDOENG,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A57
316,E0019-0003,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,sangkook89,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A08
317,E0019-0005,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,hs2008962,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A58
318,E0019-0007,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,gisu1193,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A05
319,E0019-0009,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,jmparkgood,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A43
320,E0019-0011,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,sjvalve2,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,C04
321,E0019-0013,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,hs2006432,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,C12
322,E0019-0015,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,caos0610,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,C06
323,E0019-0018,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,계측기,검사업체,기술규격서 Technical Data와 성적서간 불일치,2024-11-22,2024-11-22,nadasnv1,NCR,검사업체,2024-10-14," 제품의 카달로그(성적서) 상 전기적 특성값(정격출력, W)이 기술규격서와 불일치 함", 기술규격서 Supplier's Technical data 4.0 Technical Data, 기술규격서 Technical Data의 전기적 특성값에 일치하도록 재작업,전계장품,기타,,"공통,panel,cable,변압기,계측기",,A41
