관리번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자ID,지적유형,검토기관,검토일,미흡/우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통/기타),위배 내용
2821,M0041-0001,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,BKOCEN64,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A10
2822,M0041-0002,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,kimds5565,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A04
2823,M0041-0063,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,LGE251319,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A65
2824,M0041-0064,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,hjw10521052,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A56
2825,M0041-0065,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,goodluckmg,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A46
2826,M0041-0066,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,hiairha,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A56
2827,M0041-0067,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,grand33,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A50
2828,C0013-0035,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,기술규격서 요건 승인도면에 미반영,2020-09-11 14:04,2020-09-11 14:04,DKVKXM1,감사/검사,검사업체,2020-08-18,스트레이너 육안 및 치수검사 중 다음과 같은 불일치사항이 발견 됨. 대상 품목 : #5 30“ T-Type Strainer (3 sets) 불일치 사항 : T-Type Strainer Cover 에 유지보수용 Removal Device (Davit)가 부착되어야 하나 미 부착 됨. (승인도면에도 미반영 됨),기술규격서 Attachment 4-3 Strainer Data Sheet - REMARKS: * Vendor to complete this data sheet and return to A/E with strainer assembly drawing. 1) Cover Removal Device(Davit) shall be provided for maintenance or removal of collected materials on the screen.,유관 부서에서 관련 요건 일치 여부 확인 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A08
2829,C0013-0036,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,기술규격서 요건 승인도면에 미반영,2020-09-11 14:04,2020-09-11 14:04,3zvalve1,감사/검사,검사업체,2020-08-18,스트레이너 육안 및 치수검사 중 다음과 같은 불일치사항이 발견 됨. 대상 품목 : #5 30“ T-Type Strainer (3 sets) 불일치 사항 : T-Type Strainer Cover 에 유지보수용 Removal Device (Davit)가 부착되어야 하나 미 부착 됨. (승인도면에도 미반영 됨),기술규격서 Attachment 4-3 Strainer Data Sheet - REMARKS: * Vendor to complete this data sheet and return to A/E with strainer assembly drawing. 1) Cover Removal Device(Davit) shall be provided for maintenance or removal of collected materials on the screen.,유관 부서에서 관련 요건 일치 여부 확인 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A10
2830,M0040-0020,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 자재 등급 적용 오류,2020-09-11 13:54,2020-09-11 13:54,ycyeon0806,QSDR,검사업체,2020-08-18,"안전성관련 기기의 'Cubicle Cooler‘ 에 조립되는 3등급 압력용기 냉수코일(Cooling Coil) 지지물로 사용된 CMTR 재료가 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler등 (총 6 Sets) 불일치 사항 : Side & End Casing(MDF A204), Tube Support(MDF A312)에 사용된 CMTR 재료 규격이 ASME Sec.III NF(KEPIC MNF)가 아닌 ASME Sec.III ND(KEPIC MND)로 발행됨.","기술규격서 4.06.B.1.C Cooling Coil - c1항) ~ Supports providing a load path from ASME Section III, Class 3 pressure boundary to supporting structural members shall be in accordance with ASME Section III, Subsection NF and Article CA-4132 of ASME AG-l. These supports including its boundary shall be identified in the certified drawings. 승인된 Design Report(MXXX-DR-A03-07, Rev.3) - Coil Description 상의 Tube Support, Side Casting, End Casting은 KEPIC MNF를 적용하도록 명시.",재료시험성적서 검토시 관련 기술규격서 요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A08
2831,M0040-0021,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 자재 등급 적용 오류,2020-09-11 13:54,2020-09-11 13:54,honest0909,QSDR,검사업체,2020-08-18,"안전성관련 기기의 'Cubicle Cooler‘ 에 조립되는 3등급 압력용기 냉수코일(Cooling Coil) 지지물로 사용된 CMTR 재료가 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler등 (총 6 Sets) 불일치 사항 : Side & End Casing(MDF A204), Tube Support(MDF A312)에 사용된 CMTR 재료 규격이 ASME Sec.III NF(KEPIC MNF)가 아닌 ASME Sec.III ND(KEPIC MND)로 발행됨.","기술규격서 4.06.B.1.C Cooling Coil - c1항) ~ Supports providing a load path from ASME Section III, Class 3 pressure boundary to supporting structural members shall be in accordance with ASME Section III, Subsection NF and Article CA-4132 of ASME AG-l. These supports including its boundary shall be identified in the certified drawings. 승인된 Design Report(MXXX-DR-A03-07, Rev.3) - Coil Description 상의 Tube Support, Side Casting, End Casting은 KEPIC MNF를 적용하도록 명시.",재료시험성적서 검토시 관련 기술규격서 요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A55
2832,M0040-0022,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 자재 등급 적용 오류,2020-09-11 13:54,2020-09-11 13:54,krse7026,QSDR,검사업체,2020-08-18,"안전성관련 기기의 'Cubicle Cooler‘ 에 조립되는 3등급 압력용기 냉수코일(Cooling Coil) 지지물로 사용된 CMTR 재료가 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler등 (총 6 Sets) 불일치 사항 : Side & End Casing(MDF A204), Tube Support(MDF A312)에 사용된 CMTR 재료 규격이 ASME Sec.III NF(KEPIC MNF)가 아닌 ASME Sec.III ND(KEPIC MND)로 발행됨.","기술규격서 4.06.B.1.C Cooling Coil - c1항) ~ Supports providing a load path from ASME Section III, Class 3 pressure boundary to supporting structural members shall be in accordance with ASME Section III, Subsection NF and Article CA-4132 of ASME AG-l. These supports including its boundary shall be identified in the certified drawings. 승인된 Design Report(MXXX-DR-A03-07, Rev.3) - Coil Description 상의 Tube Support, Side Casting, End Casting은 KEPIC MNF를 적용하도록 명시.",재료시험성적서 검토시 관련 기술규격서 요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A43
2833,M0040-0023,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 자재 등급 적용 오류,2020-09-11 13:54,2020-09-11 13:54,jingo7878,QSDR,검사업체,2020-08-18,"안전성관련 기기의 'Cubicle Cooler‘ 에 조립되는 3등급 압력용기 냉수코일(Cooling Coil) 지지물로 사용된 CMTR 재료가 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler등 (총 6 Sets) 불일치 사항 : Side & End Casing(MDF A204), Tube Support(MDF A312)에 사용된 CMTR 재료 규격이 ASME Sec.III NF(KEPIC MNF)가 아닌 ASME Sec.III ND(KEPIC MND)로 발행됨.","기술규격서 4.06.B.1.C Cooling Coil - c1항) ~ Supports providing a load path from ASME Section III, Class 3 pressure boundary to supporting structural members shall be in accordance with ASME Section III, Subsection NF and Article CA-4132 of ASME AG-l. These supports including its boundary shall be identified in the certified drawings. 승인된 Design Report(MXXX-DR-A03-07, Rev.3) - Coil Description 상의 Tube Support, Side Casting, End Casting은 KEPIC MNF를 적용하도록 명시.",재료시험성적서 검토시 관련 기술규격서 요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A05
2834,M0040-0024,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,재료시험성적서(CMTR) 자재 등급 적용 오류,2020-09-11 13:54,2020-09-11 13:54,mgj1026,QSDR,검사업체,2020-08-18,"안전성관련 기기의 'Cubicle Cooler‘ 에 조립되는 3등급 압력용기 냉수코일(Cooling Coil) 지지물로 사용된 CMTR 재료가 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler등 (총 6 Sets) 불일치 사항 : Side & End Casing(MDF A204), Tube Support(MDF A312)에 사용된 CMTR 재료 규격이 ASME Sec.III NF(KEPIC MNF)가 아닌 ASME Sec.III ND(KEPIC MND)로 발행됨.","기술규격서 4.06.B.1.C Cooling Coil - c1항) ~ Supports providing a load path from ASME Section III, Class 3 pressure boundary to supporting structural members shall be in accordance with ASME Section III, Subsection NF and Article CA-4132 of ASME AG-l. These supports including its boundary shall be identified in the certified drawings. 승인된 Design Report(MXXX-DR-A03-07, Rev.3) - Coil Description 상의 Tube Support, Side Casting, End Casting은 KEPIC MNF를 적용하도록 명시.",재료시험성적서 검토시 관련 기술규격서 요건을 반영한 검토가 되도록 인수검사자 및 품질검사자 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A55
2835,C0012-0033,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,도면 및 기술규격서 요건 불일치,2020-09-11 13:57,2020-09-11 13:57,unicorn95,QSDR,검사업체,2020-08-18,안전성관련 기기의 Cubicle Cooler에 조립되는 3등급 압력용기 냉수코일 (Cooling Coil) 제작이 승인도면과 기술규격서에서 요구하는 “Drain the coil completely” 요건 외 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler 등 (총 6 Sets) 불일치 사항 : 1) 설계 오류로 Vent & Drain이 Water Box Nozzle 입/출구 라인에 위치해 완전한 배수가 안됨. 2) Vent & Drain용 Plug에 사용금지 재질인 ‘Teflon(PTFE)’이 사용됨. 3) 승인도면 상에 있는 Vent & Drain용 Plug의 Decompressing Hole 가공이 누락됨.,기술규격서 - 4.06.B.1.C. Cooling Coil - c10. Coils or headers shall be provided with vent and drain connections arranged to Drain the coil completely. 기술규격서 - 4.06.D Special Requirements - 2. The Following materials shall not be used in harsh environments - a. Teflon(PTFE),기술규격서 요건 확인 점검표를 작성하여 기술규격서 요건 누락 방지 관련 담당자 대상으로 재발 방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A66
2836,C0012-0034,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,도면 및 기술규격서 요건 불일치,2020-09-11 13:57,2020-09-11 13:57,sys230314,QSDR,검사업체,2020-08-18,안전성관련 기기의 Cubicle Cooler에 조립되는 3등급 압력용기 냉수코일 (Cooling Coil) 제작이 승인도면과 기술규격서에서 요구하는 “Drain the coil completely” 요건 외 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler 등 (총 6 Sets) 불일치 사항 : 1) 설계 오류로 Vent & Drain이 Water Box Nozzle 입/출구 라인에 위치해 완전한 배수가 안됨. 2) Vent & Drain용 Plug에 사용금지 재질인 ‘Teflon(PTFE)’이 사용됨. 3) 승인도면 상에 있는 Vent & Drain용 Plug의 Decompressing Hole 가공이 누락됨.,기술규격서 - 4.06.B.1.C. Cooling Coil - c10. Coils or headers shall be provided with vent and drain connections arranged to Drain the coil completely. 기술규격서 - 4.06.D Special Requirements - 2. The Following materials shall not be used in harsh environments - a. Teflon(PTFE),기술규격서 요건 확인 점검표를 작성하여 기술규격서 요건 누락 방지 관련 담당자 대상으로 재발 방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A68
2837,C0012-0035,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,도면 및 기술규격서 요건 불일치,2020-09-11 13:57,2020-09-11 13:57,DKVKXM1,QSDR,검사업체,2020-08-18,안전성관련 기기의 Cubicle Cooler에 조립되는 3등급 압력용기 냉수코일 (Cooling Coil) 제작이 승인도면과 기술규격서에서 요구하는 “Drain the coil completely” 요건 외 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler 등 (총 6 Sets) 불일치 사항 : 1) 설계 오류로 Vent & Drain이 Water Box Nozzle 입/출구 라인에 위치해 완전한 배수가 안됨. 2) Vent & Drain용 Plug에 사용금지 재질인 ‘Teflon(PTFE)’이 사용됨. 3) 승인도면 상에 있는 Vent & Drain용 Plug의 Decompressing Hole 가공이 누락됨.,기술규격서 - 4.06.B.1.C. Cooling Coil - c10. Coils or headers shall be provided with vent and drain connections arranged to Drain the coil completely. 기술규격서 - 4.06.D Special Requirements - 2. The Following materials shall not be used in harsh environments - a. Teflon(PTFE),기술규격서 요건 확인 점검표를 작성하여 기술규격서 요건 누락 방지 관련 담당자 대상으로 재발 방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A70
2838,C0012-0036,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,도면 및 기술규격서 요건 불일치,2020-09-11 13:57,2020-09-11 13:57,3zvalve1,QSDR,검사업체,2020-08-18,안전성관련 기기의 Cubicle Cooler에 조립되는 3등급 압력용기 냉수코일 (Cooling Coil) 제작이 승인도면과 기술규격서에서 요구하는 “Drain the coil completely” 요건 외 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler 등 (총 6 Sets) 불일치 사항 : 1) 설계 오류로 Vent & Drain이 Water Box Nozzle 입/출구 라인에 위치해 완전한 배수가 안됨. 2) Vent & Drain용 Plug에 사용금지 재질인 ‘Teflon(PTFE)’이 사용됨. 3) 승인도면 상에 있는 Vent & Drain용 Plug의 Decompressing Hole 가공이 누락됨.,기술규격서 - 4.06.B.1.C. Cooling Coil - c10. Coils or headers shall be provided with vent and drain connections arranged to Drain the coil completely. 기술규격서 - 4.06.D Special Requirements - 2. The Following materials shall not be used in harsh environments - a. Teflon(PTFE),기술규격서 요건 확인 점검표를 작성하여 기술규격서 요건 누락 방지 관련 담당자 대상으로 재발 방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,C10
2839,C0012-0037,건설,"새울3,4(신고리5,6)","5,6호기공용",공통,공통,검사업체,도면 및 기술규격서 요건 불일치,2020-09-11 13:57,2020-09-11 13:57,pkvalve793,QSDR,검사업체,2020-08-18,안전성관련 기기의 Cubicle Cooler에 조립되는 3등급 압력용기 냉수코일 (Cooling Coil) 제작이 승인도면과 기술규격서에서 요구하는 “Drain the coil completely” 요건 외 다음 사항을 만족하지 못함. 대상 품목 : Cubicle Cooler 등 (총 6 Sets) 불일치 사항 : 1) 설계 오류로 Vent & Drain이 Water Box Nozzle 입/출구 라인에 위치해 완전한 배수가 안됨. 2) Vent & Drain용 Plug에 사용금지 재질인 ‘Teflon(PTFE)’이 사용됨. 3) 승인도면 상에 있는 Vent & Drain용 Plug의 Decompressing Hole 가공이 누락됨.,기술규격서 - 4.06.B.1.C. Cooling Coil - c10. Coils or headers shall be provided with vent and drain connections arranged to Drain the coil completely. 기술규격서 - 4.06.D Special Requirements - 2. The Following materials shall not be used in harsh environments - a. Teflon(PTFE),기술규격서 요건 확인 점검표를 작성하여 기술규격서 요건 누락 방지 관련 담당자 대상으로 재발 방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기 등",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기","공통,panel,cable,변압기,계측기",공통,A31
2840,M0041-0003,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,seaheng1,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A05
2841,M0041-0004,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,용접절차시방서(WPS) 표기 오류,2020-09-11 14:01,2020-09-11 14:01,bhibw1751,QSDR,검사업체,2020-08-18,"동력구동 게이트 밸브 Hardsurfacing 및 Seal 용접기록서 검토결과 아래와 같이 용접에 적용된 용접절차시방서(WPS)가 도면에 표기된 WPS와 상이함. 밸브 (Item No. 1/2.28, Class 600, 2“, 640-D-GTA-E) (1) 밸브 도면(PXXX-DG-A01-28, Rev. 2)에 표기된 Hardsurfacing 및 Seal 용접 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : KP-80H-S1 or KP-80H-G1, - Bonnet : KP-80-G1 2) Seal 용접(Body to Seat Ring) : 88G-S1 or KP-88G-G1 (2) 용접에 적용된 WPS 1) Hardsurfaced 용접 : - Disc, Seat Ring : 80H-G10, - Bonnet : 80H-G10 2) Seal 용접(Body to Seat Ring) : 88G-G3","밸브 도면(PXXX-DG-A01-28, Rev. 2) - WPS No. KP-80H-S1 or KP-80H-G1, 88G-S1 or KP-88G-G1",실제 용접시 적용되는 WPS에 대한 적합성 확인 후 도면에 반영 관련담당자 재발방지 교육,"펌프,밸브,배관,탱크,열교환기,공조기",정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A36
