문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자 아이디,지적유형,검토기관,검토일,미흡_우수사항,관련근거,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
M0044-0106,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,NAMDOENG,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A46
M0044-0107,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,sooheonkim,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A03
M0044-0108,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,nhkim227,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A06
M0044-0109,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,wisecontrol,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A50
E0014-0024,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,kwang123,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A06
E0014-0025,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,jhpark04,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A10
E0014-0026,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,YPP2010,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,C12
E0014-0027,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,nadasnv1,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A10
E0014-0028,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,vitzro05,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A58
E0014-0029,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,sm935501,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A64
E0014-0030,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,voda7231,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A34
E0014-0031,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,sinawesea,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,C07
M0043-0046,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,bhi7102m,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A63
M0043-0047,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,baekshma,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A06
M0043-0048,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,wwlrmfdl,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A03
M0043-0049,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,swchoi,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C12
M0043-0050,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,jsyang,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A47
M0044-0110,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,kti507349,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C07
M0044-0111,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,hfg130524,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A33
M0044-0112,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,anha1515,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C09
M0044-0113,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,hyst2500,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A54
M0044-0114,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,dongseok,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,C05
M0044-0115,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,tomcruz2,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A65
M0044-0116,건설,새울3-4(신고리5-6),5-6호기공용,기계,탱크,검사업체,Fuel Oil Day Tank 등 기술규격서 요건 불일치,2021-12-13,2021-12-13,dongkuksteel,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,기술규격서 9-593-M262(rev.1) Attachment 4-15 - Attachment 4-15에 명시된 공급사(Manufacture)는 TSM Tech.,Tank등 Supplier Tech Data 적용 품목,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A03
M0045-0001,건설,새울3-4(신고리5-6),5-6호기공용,기계,공통,검사업체,"추록 ""USNRC R.G 1.50(1973) "" 추가에 따른 기술검토",2021-12-13,2021-12-13,BKOCEN67,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,"USNRC Reg. Guide 1.50(1973) R.G 1.50의 주요내용 C. REGULATORY POSITION Weld fabrication for low-alloy steel components should comply with the fabrication requirements specified in Section Ⅲ and Section Ⅸ of the ASME B&PV Code supplemented by the following: 1. The Procedure qualification should require that: a.A minimum preheat and a maximum interpass temperature be specified. b.The welding procedure be qualified at the minimum preheat temperature. 2. For production welds, the preheat temperature should be maintained until a post-weld heat treatment has been performed. 3. Production welding should be monitored to verify that the limits on preheat and interpass temperatures are maintained. 4. In the event that regulatory positions C.1., C.2. and C.3. above are not met, the weld is subject to rejection. However, the soundness of the weld may be verified by an acceptable examination procedure.","추록 ""USNRC R.G 1.50(1973)"" 적용 품목",정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,,,A02
E0014-0032,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,jpcha0526,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A31
E0014-0033,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,iljin3523,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A31
E0014-0034,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,tmc46688,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,C10
E0014-0035,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,permedia3,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A03
E0014-0036,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,juni2684,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A36
E0014-0037,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,hajj3388,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A48
E0014-0038,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,duonsystem,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A64
E0014-0039,건설,새울3-4(신고리5-6),5-6호기공용,계전,cable,검사업체,Insulation Test 시험방법 오류,2021-12-13,2021-12-13,sstechmy,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,Production Verification Procedure (9-700-010-Z-N-425-002 Rev.1) - 7.3 Insulation Test 7.3.3 Connect test of withstanding voltage tester between live phase and neutral terminal blocks for each AC or DC power feeding inside the console/cabinet,Cable,정보전달,,공통-panel-cable-변압기-계측기,,A02
M0043-0051,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,parkjinhong,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A57
M0043-0052,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,mjqaljs,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A41
M0043-0053,건설,새울3-4(신고리5-6),5-6호기공용,기계,배관,검사업체,MTR 성적서 기입오류,2021-12-13,2021-12-13,hjlee77,기타,검사업체,44539,안전등급 송풍기 육안 및 치수검사 중 Inlet Transition Flange 치수가 허용오차 범위를 넘어서서 제작됨. - Inlet Transition Flange 치수 불일치(허용오차 : ±3mm) 1) 승인도면 : 482mm x 330mm 2) 제 작 : 433mm x 382mm,CMTR 성적서 - 재료없체 CMTR No. (Heat No.) : DYCM-J8P-2007-01 (SF17571) - KASCO 원소재 성적서 MTR No. (Heat No.) : KSC200111 / KSC200112 (SF17571) - 재료업체 MTR No. (Heat No.) : DYMTR-J8P-2007-01 (SF71571 - 오기입 Heat No.),CMTR,정보전달,공통-펌프-밸브-배관-탱크-열교환기-공기조화기,공통-panel-cable-변압기-계측기,공통,A62
