번호,문서번호,사업구분,납품사업소,호기,분야,소분야,발행기관,제목,등록일,발행일,등록자아이디,지적유형,검토기관,검토일,미흡_우수사항,관련근거,권고사항,대상품목,권고내용,공유분야(기계),공유분야(계전),공유분야(공통_기타),위배 내용
248,M0054-0006,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,bandohoist1,기타,검사업체,2022-10-12, 기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.," 기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검. 필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C08
249,M0054-0007,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,ycyeon0806,기타,검사업체,2022-10-12, 기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.," 기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검. 필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C09
250,E0018-0031,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,tmc46688,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,C05
251,E0018-0032,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,permedia3,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A07
252,E0018-0033,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,sinawesea,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,C07
253,E0018-0034,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,jpcha0526,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A07
254,E0018-0035,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,iljin3523,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A10
255,E0018-0036,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,hajj3388,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,C04
256,E0018-0037,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,juni2684,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,C02
257,E0018-0038,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,nhkim227,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A06
258,E0018-0039,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,sooheonkim,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A10
259,E0018-0040,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,duonsystem,NCR,검사업체,2022-10-12," Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background", 기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유 기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,C05
260,M0051-0045,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,pkvalve793,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C08
261,M0051-0046,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,wwlrmfdl,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A05
262,M0051-0047,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,swchoi,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A10
263,M0051-0048,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,jsyang,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A04
264,M0051-0049,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,bhi7102m,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A08
265,M0051-0050,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,baekshma,NCR,검사업체,2022-10-12," Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A07
266,M0051-0051,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,hjlee77,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치", 승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C04
267,M0051-0052,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,parkjinhong,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C10
268,M0051-0053,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,mjqaljs,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A01
269,M0051-0054,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,woniltni9,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함. 절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A06
270,M0051-0055,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,ktjsals1,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C09
271,M0054-0008,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,honest0909,기타,검사업체,2022-10-12,기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.,"기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C04
272,M0054-0009,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,krse7026,기타,검사업체,2022-10-12,기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.,"기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C02
273,M0054-0010,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,jingo7878,기타,검사업체,2022-10-12,기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.,"기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C01
274,M0054-0011,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,mgj1026,기타,검사업체,2022-10-12,기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.,"기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C10
275,M0054-0012,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,공통,검사업체,기술규격서(App. 4K1) 요건 불일치,2022-12-01,2022-12-01,manilow72,기타,검사업체,2022-10-12,기술규격서 Appendix 4K1에 따라 Austenite Stainless steel의 TP316L 또는 TP304L (Low Carbon) 자재의 용접에 사용되는 PQR은 ASTM A262 Type A 또는 E의 검사 요건에 따라 IGC(Intergranular Corrosion Test)를 실시하고 관련 내용을 기록하도록 되어 있으나 해당되는 PQR에 누락되어 있음.,"기술규격서 Appendix 4K1 5.13 This Paragraph desctibes the requirements for austenitic stainless steel: A. Test piece welded from each austenitic stainless steel welding procedure (other than those for materials restricted specifically to the low-carbon grades, i.e., 0.03% carbon maximum, the stabilized grades, or where post-weld heat treatment is solution annealed) shall be subjected to the ASTM A262 intergranular corrosion test of Practice ""A"" or ""E"". The welding procedure shall be acceptable for use if the sample passes this test; or, if the sample fails this test of practice ""E"". Documentation of these test results shall be Submitted with each Procedure Qualification Record;",Appendix 4K1적용하는 기기는 PQR상의 해당 요건이 기록되어 있는지 점검.  필요시 WPS & PQR 개정,기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A06
276,E0018-0041,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,sstechmy,NCR,검사업체,2022-10-12,"Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background",기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유  기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,A22
277,E0018-0042,건설,"새울3,4(신고리5,6)","5,6호기공용",계전,공통,검사업체,PCS 격리함 Nameplate 색상불일치,2022-12-01,2022-12-01,NAMDOENG,NCR,검사업체,2022-10-12,"Non-Safety Cabinet인 DRCS 격리함 전면 Label이 안전채널에 해당하는 노란색, 파란색 바탕으로 Color Label이 설치됨. 1. 기술규격서 : White Letter on black background 2. 승인도면 : Black Letter on yellow background, White Letter on blue background 3. 현품: Black Letter on yellow background, White Letter on blue background",기술규격서 App.4U 1.6. Non-Safety: White Letter on black background,Appendix 4U등 관련 담당자 교육을 통해 요건 공유  기술기준 변경시 기술규격서 Appendix 4H SDDR을 통해 변경,Panel 부품 등.,정보전달,,"공통,panel,cable,변압기,계측기",,C07
278,M0051-0056,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,park9913017,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,A08
279,M0051-0057,건설,"새울3,4(신고리5,6)","5,6호기공용",기계,밸브,검사업체,Butteryfly Valve 구동기 방향 불일치,2022-12-01,2022-12-01,jyshin0282,NCR,검사업체,2022-10-12,"Butterfly Valve 26 inch, 150 pound 밸브에 조립되어 있는 구동기 방향이 승인도면 (NA-SK56J233-019 Rev.2)의 방향과 일치하지 않아 불일치 발생함 1. 도면 : 구동기 모터 방향이 출구측에 위치 2. 실제 : 구동기 모터 방향이 밸브 바디 측 정면에 위치",승인도면 NA-SK56J233-019 Rev.2,"공급사 공정문서상에 조립검사 공정을 포함.  절차서 또는 작업지시서에 ""도면과 실물의 일치성 유무""를 명시하도록 권고",기계 품목,정보전달,"공통,펌프,밸브,배관,탱크,열교환기,공기조화기",,,C01
